,file_name,confidence,transcript,tokens,streets,numbers,full_streets
151,sample927-25818-20200501-1011.wav,0.813236356,Austin flatter one I'm excellent at 120 Commercial Street Boston us box 1251 Richmond and Commercial Street zero nine thirty nine,"['Austin', 'flatter', 'one', 'I', 'excellent', 'at', 'Commercial', 'Street', 'Boston', 'us', 'box', 'Richmond', 'and', 'Commercial', 'Street', 'zero', 'nine', 'thirty', 'nine']","Austin , Commercial , Boston , Richmond , Commercial",['120'],"['120 Austin', '120 Commercial', '120 Richmond', '120 Boston']"
152,sample1183-25818-20200501-0741.wav,0.701115727, Dorchester your Xbox three or four as in house 1807 nineteen,"['Dorchester', 'your', 'Xbox', 'three', 'or', 'four', 'as', 'in', 'house', 'nineteen']",Dorchester,['1807'],['1807 Dorchester']
153,sample1001-25818-20200501-0143.wav,0.816444099,671 Boylston refunded back to help,"['Boylston', 'refunded', 'back', 'to', 'help']",Boylston,['671'],['671 Boylston']
154,sample714-25818-20200501-1210.wav,0.777497828,a Central Station alarm to 4262 Georgetown Drive Hyde park benches 5528 of Central Station along to 4663 Georgetown Drive by far is nearest box 388 Georgetown in Margaretta PRS 11:39,"['a', 'Central', 'Station', 'alarm', 'to', 'Georgetown', 'Drive', 'Hyde', 'park', 'benches', 'of', 'Central', 'Station', 'along', 'to', 'Georgetown', 'Drive', 'by', 'far', 'is', 'nearest', 'box', 'Georgetown', 'in', 'Margaretta', 'PRS']","Central , Station , Georgetown , Drive , Hyde , Park , Central , Station , Georgetown , Drive , Georgetown","['4262', '4663']","['4262 Station', '4262 Drive', '4663 Hyde', '4663 Central', '4262 Central', '4663 Station', '4262 Georgetown', '4663 Drive', '4663 Park', '4262 Park', '4262 Hyde', '4663 Georgetown']"
155,sample1190-25818-20200501-0741.wav,0.7951323990000001, we have a different apartment 22 for the 22,"['we', 'have', 'a', 'different', 'apartment', 'for', 'the']",The,['22'],['22 The']
156,sample325-25818-20200501-1509.wav,0.813819051,391 Seaver Street Dorchester 391 Seaver Street apartment number one to still one now get system ALS May 11th,"['Seaver', 'Street', 'Dorchester', 'Seaver', 'Street', 'apartment', 'number', 'one', 'to', 'still', 'one', 'now', 'get', 'system', 'ALS', 'May']","Seaver , Dorchester , Seaver , Still , May","['391', '391']","['391 Seaver', '391 Dorchester', '391 Still', '391 May']"
157,sample1099-25818-20200501-0811.wav,0.7360712890000001,the office 315 Adams Street Mass fridge 4 0 g as in Charlie 317 that's a red Toyota I believe there's one person in a month sure,"['the', 'office', 'Adams', 'Street', 'Mass', 'fridge', 'g', 'as', 'in', 'Charlie', 'that', 'a', 'red', 'Toyota', 'I', 'believe', 'there', 'one', 'person', 'in', 'a', 'month', 'sure']","The , Adams , Red",['315'],"['315 Adams', '315 Red', '315 The']"
158,sample945-25818-20200501-1011.wav,0.698260665,17 Park Village 282 the lab from 3:18 for a psych eval,"['Park', 'Village', 'the', 'lab', 'from', 'for', 'a', 'psych', 'eval']","Park , Village , The",['17'],"['17 Park', '17 The', '17 Village']"
159,sample1143-25818-20200501-1339.wav,0.7685728070000001,30 cars leaving 1175 Soldiers Field Road then make its way down to district for area and then down to the area,"['cars', 'leaving', 'Soldiers', 'Field', 'Road', 'then', 'make', 'its', 'way', 'down', 'to', 'district', 'for', 'area', 'and', 'then', 'down', 'to', 'the', 'area']","Soldiers , Field , Way , The","['30', '1175']","['30 The', '1175 The', '30 Field', '1175 Soldiers', '30 Way', '1175 Field', '30 Soldiers', '1175 Way']"
160,sample453-25818-20200501-0841.wav,0.765789688,conversation 37 attention engine 21 cover station 3734,"['conversation', 'attention', 'engine', 'cover', 'station']",Station,['21'],['21 Station']
161,sample674-25818-20200501-1439.wav,0.793314576,no magical you are forced to 16 Massachusetts Avenue Boston Red Sox 1567 Massachusetts Avenue Clear Lake Street 1435,"['no', 'magical', 'you', 'are', 'forced', 'to', 'Massachusetts', 'Avenue', 'Boston', 'Red', 'Sox', 'Massachusetts', 'Avenue', 'Clear', 'Lake', 'Street']","Massachusetts , Avenue , Boston , Red , Massachusetts , Avenue , Lake",['1567'],"['1567 Lake', '1567 Boston', '1567 Massachusetts', '1567 Red', '1567 Avenue']"
162,sample821-25818-20200501-0911.wav,0.742035687,-3 Vines runs all companies working also Soulja the number 37 no Street Delta side second.,"['Vines', 'runs', 'all', 'companies', 'working', 'also', 'Soulja', 'the', 'number', 'no', 'Street', 'Delta', 'side', 'second']",The,['37'],['37 The']
163,sample1202-25818-20200501-0741.wav,0.80280906,729 Massachusetts Avenue Boston env3 matter for October Master box activation 729 Massachusetts Avenue Boston Red Sox to 112 North Street and Harrison s07,"['Massachusetts', 'Avenue', 'Boston', 'matter', 'for', 'October', 'Master', 'box', 'activation', 'Massachusetts', 'Avenue', 'Boston', 'Red', 'Sox', 'to', 'North', 'Street', 'and', 'Harrison']","Massachusetts , Avenue , Boston , October , Massachusetts , Avenue , Boston , Red , North , Harrison","['729', '112']","['112 Boston', '729 October', '729 North', '112 Red', '729 Massachusetts', '112 Massachusetts', '729 Avenue', '112 Harrison', '729 Harrison', '729 Red', '112 North', '729 Boston', '112 Avenue', '112 October']"
164,sample560-25818-20200501-1409.wav,0.8359063859999999,sector 71 Garden State flight 1841 a CO detector 71 Gardner Street light box 5125 Garden Street 1349,"['sector', 'Garden', 'State', 'flight', 'a', 'CO', 'detector', 'Gardner', 'Street', 'light', 'box', 'Garden', 'Street']","Garden , State , Gardner , Light , Garden",['5125'],"['5125 Light', '5125 Garden', '5125 Gardner', '5125 State']"
165,sample462-25818-20200501-0841.wav,0.839965463,on a structure fire 39 snow Street by 60 or 70 north a second alarm a structure fire 39 Jones Street right Insurance box 5193 Washington Street nearly thirty-seven,"['on', 'a', 'structure', 'fire', 'snow', 'Street', 'by', 'or', 'north', 'a', 'second', 'alarm', 'a', 'structure', 'fire', 'Jones', 'Street', 'right', 'Insurance', 'box', 'Washington', 'Street', 'nearly']","Snow , North , Jones , Washington , Seven","['39', '39']","['39 North', '39 Jones', '39 Snow', '39 Seven', '39 Washington']"
166,sample335-25818-20200501-0712.wav,0.576795816,450 water down two people,"['water', 'down', 'two', 'people']",Water,['450'],['450 Water']
167,sample158-25818-20200501-1040.wav,0.8249229790000001,stress 125 Moreland Street Northwest Atlanta for respiratory distress 12054 West Street Dorchester your Xbox 17511 Moreland Street 10 a.m.,"['stress', 'Moreland', 'Street', 'Northwest', 'Atlanta', 'for', 'respiratory', 'distress', 'West', 'Street', 'Dorchester', 'your', 'Xbox', 'Moreland', 'Street']","Moreland , West , Dorchester , Moreland","['125', '12054', '17511']","['17511 Dorchester', '12054 Moreland', '12054 Dorchester', '17511 West', '125 Dorchester', '125 West', '17511 Moreland', '12054 West', '125 Moreland']"
168,sample696-25818-20200501-0243.wav,0.779813111,Fighters and police officers and requesting 497 Columbus Ave 497 Columbus Ave,"['Fighters', 'and', 'police', 'officers', 'and', 'requesting', 'Columbus', 'Ave', 'Columbus', 'Ave']","Columbus , Columbus","['497', '497']",['497 Columbus']
169,sample696-25818-20200501-0243.wav,0.674799919, Springfield 497 good morning,"['Springfield', 'good', 'morning']",Springfield,['497'],['497 Springfield']
170,sample1242-25818-20200501-1310.wav,0.6568950410000001,72787 I still want the questions okay,"['I', 'still', 'want', 'the', 'questions', 'okay']","Still , The",['72787'],"['72787 Still', '72787 The']"
171,sample1242-25818-20200501-1310.wav,0.83692354, I pulled up real quick. Here and now 8:27 to 7 come on in. My name is Ramon Road East Boston 100 Terminal Road is 1243,"['I', 'pulled', 'up', 'real', 'quick', 'Here', 'and', 'now', 'to', 'come', 'on', 'in', 'My', 'name', 'is', 'Ramon', 'Road', 'East', 'Boston', 'Terminal', 'Road', 'is']","East , Boston , Terminal",['100'],"['100 Boston', '100 East', '100 Terminal']"
172,sample581-25818-20200501-1409.wav,0.7813127040000001,"they would have us think 10:10 you should have enough sorry about that, trying to figure something out of here 1701 Washington Street Boston 303 the apartment is available to just wanted to call","['they', 'would', 'have', 'us', 'think', 'you', 'should', 'have', 'enough', 'sorry', 'about', 'that', 'trying', 'to', 'figure', 'something', 'out', 'of', 'here', 'Washington', 'Street', 'Boston', 'the', 'apartment', 'is', 'available', 'to', 'just', 'wanted', 'to', 'call']","Washington , Boston , The",['1701'],"['1701 Boston', '1701 Washington', '1701 The']"
173,sample61-25818-20200501-1240.wav,0.6581150889999999,1515 hold on Truxel Vania Avenue in Crown Point,"['hold', 'on', 'Truxel', 'Vania', 'Avenue', 'in', 'Crown', 'Point']","Avenue , Crown",['1515'],"['1515 Crown', '1515 Avenue']"
174,sample1049-25818-20200501-1110.wav,0.7223696709999999,Harvard Avenue Dorchester engine 24 Letter 23 a local alarm 15 closet Avenue Dorchester your Xbox 360 one one called Avatar Bergstrom I'm fifty-four,"['Harvard', 'Avenue', 'Dorchester', 'engine', 'Letter', 'a', 'local', 'alarm', 'closet', 'Avenue', 'Dorchester', 'your', 'Xbox', 'one', 'one', 'called', 'Avatar', 'Bergstrom', 'I']","Harvard , Avenue , Dorchester , Avenue , Dorchester",['24'],"['24 Dorchester', '24 Avenue', '24 Harvard']"
175,sample758-25818-20200501-1210.wav,0.784253657,one response 67 Brookside Ave to assist Medics free with an expectation the back page engine 167 Brookside Ave to a systematic 3-bath response to 1 Walker Street and Washington,"['one', 'response', 'Brookside', 'Ave', 'to', 'assist', 'Medics', 'free', 'with', 'an', 'expectation', 'the', 'back', 'page', 'engine', 'Brookside', 'Ave', 'to', 'a', 'systematic', 'response', 'to', 'Walker', 'Street', 'and', 'Washington']","Brookside , The , Page , Brookside , Walker , Washington","['167', '1']","['1 Walker', '167 The', '1 Washington', '167 Page', '1 Page', '1 The', '167 Brookside', '167 Walker', '167 Washington', '1 Brookside']"
176,sample949-25818-20200501-1011.wav,0.7961794729999999,no detector to 96 Shawmut Avenue Boston Red Sox 1642 South Ave in Lafayette Street 09,"['no', 'detector', 'to', 'Shawmut', 'Avenue', 'Boston', 'Red', 'Sox', 'South', 'Ave', 'in', 'Lafayette', 'Street']","Shawmut , Avenue , Boston , Red , South , Lafayette",['1642'],"['1642 Red', '1642 South', '1642 Boston', '1642 Lafayette', '1642 Shawmut', '1642 Avenue']"
177,sample379-25818-20200501-1140.wav,0.7761668559999999,Boston Red Sox 1571 Dartmouth at Newbury Street,"['Boston', 'Red', 'Sox', 'Dartmouth', 'at', 'Newbury', 'Street']","Boston , Red , Dartmouth , Newbury",['1571'],"['1571 Boston', '1571 Newbury', '1571 Red', '1571 Dartmouth']"
178,sample2-25818-20200501-0413.wav,0.798139811,flat affect our local alarm 1875 Dorchester Avenue Dorchester residents rather stick a local alarm 1875 Dorchester Avenue Georgia your Xbox 344-318-0343,"['flat', 'affect', 'our', 'local', 'alarm', 'Dorchester', 'Avenue', 'Dorchester', 'residents', 'rather', 'stick', 'a', 'local', 'alarm', 'Dorchester', 'Avenue', 'Georgia', 'your', 'Xbox']","Dorchester , Avenue , Dorchester , Dorchester , Avenue","['1875', '1875']","['1875 Avenue', '1875 Dorchester']"
179,sample273-25818-20200501-1509.wav,0.750624418, 52 year old emails difficulty breathing expecting to just activated her from the elevator selection,"['year', 'old', 'emails', 'difficulty', 'breathing', 'expecting', 'to', 'just', 'activated', 'her', 'from', 'the', 'elevator', 'selection']","Old , The",['52'],"['52 Old', '52 The']"
180,sample909-25818-20200501-0642.wav,0.821500659,add a new aesthetic 18828 Florence Street speaking with Healthcare and then Thursday and I cannot just Patty having difficulty breathing got a new athletic one simple 18828 Florence Street East would help kids off 28 unconscious party having difficulty streaming their spot 761-621-8085,"['add', 'a', 'new', 'aesthetic', 'Florence', 'Street', 'speaking', 'with', 'Healthcare', 'and', 'then', 'Thursday', 'and', 'I', 'can', 'not', 'just', 'Patty', 'having', 'difficulty', 'breathing', 'got', 'a', 'new', 'athletic', 'one', 'simple', 'Florence', 'Street', 'East', 'would', 'help', 'kids', 'off', 'unconscious', 'party', 'having', 'difficulty', 'streaming', 'their', 'spot']","New , Florence , New , Athletic , Florence , East , Off","['18828', '18828']","['18828 Athletic', '18828 New', '18828 East', '18828 Florence', '18828 Off']"
181,sample114-25818-20200501-0941.wav,0.7805452940000001, illness at 9390 Utah Street Boston at 9:23,"['illness', 'at', 'Utah', 'Street', 'Boston', 'at']",Boston,['9390'],['9390 Boston']
182,sample726-25818-20200501-1210.wav,0.5359126329999999,7 Everett Ave,"['Everett', 'Ave']",Everett,['7'],['7 Everett']
183,sample50-25818-20200501-1240.wav,0.6092816, 495 North Friday the Thirteenth battling the first and second choice I tried on a lot.,"['North', 'Friday', 'the', 'Thirteenth', 'battling', 'the', 'first', 'and', 'second', 'choice', 'I', 'tried', 'on', 'a', 'lot']","North , The , The",['495'],"['495 The', '495 North']"
184,sample176-25818-20200501-1040.wav,0.7705766559999999,National return 7. Until Road haven't clicked file a missing persons report and a seventeen-year-old daughter that was last seen on Wednesday,"['National', 'return', 'Until', 'Road', 'have', 'clicked', 'file', 'a', 'missing', 'persons', 'report', 'and', 'a', 'daughter', 'that', 'was', 'last', 'seen', 'on', 'Wednesday']","National , Old",['7.'],"['7. Old', '7. National']"
185,sample924-25818-20200501-0642.wav,0.680025995,450 water down to the people,"['water', 'down', 'to', 'the', 'people']","Water , The",['450'],"['450 The', '450 Water']"
186,sample1086-25818-20200501-0811.wav,0.7909132240000001,"943 Moore Street, 43 Morton Street South first five inches","['Moore', 'Street', 'Morton', 'Street', 'South', 'first', 'five', 'inches']","Moore , Morton , South","['943', '43']","['43 Moore', '943 South', '943 Moore', '43 South', '943 Morton', '43 Morton']"
187,sample483-25818-20200501-0512.wav,0.498624146,by the way,"['by', 'the', 'way']","The , Way",['by'],"['by Way', 'by The']"
188,sample664-25818-20200501-1439.wav,0.788576365,949 respiratory distress 1900 River Street Hyde Park engine 49 respiratory distress 1900 River Street Hyde Park nearest box off for two River Street in our data mine 1429,"['respiratory', 'distress', 'River', 'Street', 'Hyde', 'Park', 'engine', 'respiratory', 'distress', 'River', 'Street', 'Hyde', 'Park', 'nearest', 'box', 'off', 'for', 'two', 'River', 'Street', 'in', 'our', 'data', 'mine']","River , Hyde , Park , River , Hyde , Park , Off , River",['949'],"['949 Off', '949 River', '949 Hyde', '949 Park']"
189,sample800-25818-20200501-0911.wav,0.519773841,45 Temple Place please,"['Temple', 'Place', 'please']",Temple,['45'],['45 Temple']
190,sample147-25818-20200501-1040.wav,0.601580977,25 more Square Off,"['more', 'Square', 'Off']",Off,['25'],['25 Off']
191,sample505-25818-20200501-0113.wav,0.728616357,plane engines 4940 Parker Street Jamaica Plain nearest box to 39400,"['plane', 'engines', 'Parker', 'Street', 'Jamaica', 'Plain', 'nearest', 'box', 'to']","Parker , Plain",['4940'],"['4940 Parker', '4940 Plain']"
192,sample1175-25818-20200501-0741.wav,0.634025991,445 Avenue,['Avenue'],Avenue,['445'],['445 Avenue']
193,sample238-25818-20200501-0213.wav,0.711361825,the ice cream in the alleyway cetera that we've been dealing with soap is now under arrest and the 103 is going to take that,"['the', 'ice', 'cream', 'in', 'the', 'alleyway', 'cetera', 'that', 'we', 'been', 'dealing', 'with', 'soap', 'is', 'now', 'under', 'arrest', 'and', 'the', 'is', 'going', 'to', 'take', 'that']","The , The , The",['103'],['103 The']
194,sample722-25818-20200501-1210.wav,0.767842054,"78 Putnam or rescue on 70th at the most medically 78 Platinum call between Temple Road, drive from calling restaurants","['Putnam', 'or', 'rescue', 'on', 'at', 'the', 'most', 'medically', 'Platinum', 'call', 'between', 'Temple', 'Road', 'drive', 'from', 'calling', 'restaurants']","Putnam , The , Temple , Drive",['78'],"['78 Drive', '78 Putnam', '78 Temple', '78 The']"
195,sample65-25818-20200501-1240.wav,0.810023487,174 Delta Force Toyota black and color choice,"['Delta', 'Force', 'Toyota', 'black', 'and', 'color', 'choice']",Black,['174'],['174 Black']
196,sample933-25818-20200501-1011.wav,0.734957755,Twin Towers report to the apartment 7507 thank you,"['Twin', 'Towers', 'report', 'to', 'the', 'apartment', 'thank', 'you']","Twin , The",['7507'],"['7507 The', '7507 Twin']"
197,sample1015-25818-20200501-0343.wav,0.887021422,it's 5509 Cambridge Street just a quick evaluation,"['it', 'Cambridge', 'Street', 'just', 'a', 'quick', 'evaluation']",Cambridge,['5509'],['5509 Cambridge']
198,sample585-25818-20200501-1409.wav,0.846040845,Roxbury number 27 engine 22 a medical assistance to federal courts Roxbury number 27 nearest box to 218 Shawmut Ave in Plymouth Street 1402,"['Roxbury', 'number', 'engine', 'a', 'medical', 'assistance', 'to', 'federal', 'courts', 'Roxbury', 'number', 'nearest', 'box', 'to', 'Shawmut', 'Ave', 'in', 'Plymouth', 'Street']","Federal , Shawmut , Plymouth",['218'],"['218 Shawmut', '218 Federal', '218 Plymouth']"
199,sample713-25818-20200501-1210.wav,0.768583357,medic 460 Seminary Ave Los Angeles Boston building room 3724 a fault your socks 442-8167 area code and then it for his seminar house,"['medic', 'Seminary', 'Ave', 'Los', 'Angeles', 'Boston', 'building', 'room', 'a', 'fault', 'your', 'socks', 'area', 'code', 'and', 'then', 'it', 'for', 'his', 'seminar', 'house']","Los , Boston",['460'],"['460 Los', '460 Boston']"
200,sample322-25818-20200501-1509.wav,0.728516102,2400 West Main Street in the past 9 like with Frank the last VIN number is 597.,"['West', 'Main', 'Street', 'in', 'the', 'past', 'like', 'with', 'Frank', 'the', 'last', 'VIN', 'number', 'is']","West , Main , The , Frank , The","['2400', '9']","['9 Frank', '2400 The', '2400 Main', '9 Main', '9 West', '2400 West', '2400 Frank', '9 The']"
201,sample88-25818-20200501-1240.wav,0.74712801,"Island, 27th Street. Our address is 7501 East 34783 Highland, 373 Highland Ave.","['Island', 'Street', 'Our', 'address', 'is', 'East', 'Highland', 'Highland', 'Ave']","East , Highland , Highland",['373'],"['373 East', '373 Highland']"
202,sample534-25818-20200501-0113.wav,0.8479108809999999,81583 South Boston 315 a street outside,"['South', 'Boston', 'a', 'street', 'outside']","South , Boston",['81583'],"['81583 South', '81583 Boston']"
203,sample1144-25818-20200501-1339.wav,0.8403458,thank you for a lot of 24 Central Station aligned 100 Legends way place to 7424 a Central Station alarm 100 Legends Way Boston nearest Fox23 13 Causeway Street and Canal Street 1325,"['thank', 'you', 'for', 'a', 'lot', 'of', 'Central', 'Station', 'aligned', 'Legends', 'way', 'place', 'to', 'a', 'Central', 'Station', 'alarm', 'Legends', 'Way', 'Boston', 'nearest', 'Causeway', 'Street', 'and', 'Canal', 'Street']","Central , Station , Way , Central , Station , Way , Boston , Causeway , Canal","['24', '13']","['24 Causeway', '13 Station', '24 Boston', '13 Central', '24 Central', '24 Station', '24 Way', '24 Canal', '13 Way', '13 Canal', '13 Causeway', '13 Boston']"
204,sample762-25818-20200501-1210.wav,0.808487535,"67 Brookside Ave to assist Medics 3 for the back name, Harris box 21 La Casita Washington 1206","['Brookside', 'Ave', 'to', 'assist', 'Medics', 'for', 'the', 'back', 'name', 'Harris', 'box', 'La', 'Casita', 'Washington']","Brookside , The , Harris , Washington",['67'],"['67 Harris', '67 Washington', '67 Brookside', '67 The']"
205,sample673-25818-20200501-1439.wav,0.7239435909999999,"44 voltage is none of us thank you just farther,","['voltage', 'is', 'none', 'of', 'us', 'thank', 'you', 'just', 'farther']",None,['44'],['44 None']
206,sample190-25818-20200501-1040.wav,0.761744678,final decisions for false and just three medic 15407 Commonwealth Ave quite a dine-in kitchen for a fault 714 Palm Avenue,"['final', 'decisions', 'for', 'false', 'and', 'just', 'three', 'medic', 'Commonwealth', 'Ave', 'quite', 'a', 'kitchen', 'for', 'a', 'fault', 'Palm', 'Avenue']","Commonwealth , Avenue","['15407', '714']","['714 Commonwealth', '714 Avenue', '15407 Avenue', '15407 Commonwealth']"
207,sample527-25818-20200501-0113.wav,0.619322181,that's across from Ashmont 1945 Georgia Avenue,"['that', 'across', 'from', 'Ashmont', 'Georgia', 'Avenue']","Ashmont , Avenue",['1945'],"['1945 Ashmont', '1945 Avenue']"
208,sample660-25818-20200501-1439.wav,0.832747281,lateral lettuce a cardiac disorders 30 Wallingford road bikes latter 11:00 a cardiac disorder 30 Wallingford road bikes nearest box 5331 Commonwealth Bank in Orangeburg Road 1427,"['lateral', 'lettuce', 'a', 'cardiac', 'disorders', 'Wallingford', 'road', 'bikes', 'latter', 'a', 'cardiac', 'disorder', 'Wallingford', 'road', 'bikes', 'nearest', 'box', 'Commonwealth', 'Bank', 'in', 'Orangeburg', 'Road']",Commonwealth,['30'],['30 Commonwealth']
209,sample487-25818-20200501-0512.wav,0.570453405,25 off and leave off,"['off', 'and', 'leave', 'off']","Off , Off",['25'],['25 Off']
210,sample76-25818-20200501-1240.wav,0.810866416,"I want X1 in the area of 33901, D Rose Ave between jamesway Masala Street cell phone 911 call 911 line weren't able to call","['I', 'want', 'in', 'the', 'area', 'of', 'D', 'Rose', 'Ave', 'between', 'jamesway', 'Masala', 'Street', 'cell', 'phone', 'call', 'line', 'were', 'able', 'to', 'call']","The , Rose , Line","['33901,', '911']","['911 Rose', '911 Line', '33901, Rose', '33901, Line', '33901, The', '911 The']"
211,sample436-25818-20200501-0841.wav,0.820602059,5114 a structure fire 39 Shell street right Engine 51 matter fourteen a structure fire 39 snow Street Brighton nearest box office 5 193 Washington Street 08,"['a', 'structure', 'fire', 'Shell', 'street', 'right', 'Engine', 'matter', 'fourteen', 'a', 'structure', 'fire', 'snow', 'Street', 'Brighton', 'nearest', 'box', 'office', 'Washington', 'Street']","Snow , Brighton , Washington","['5114', '39', '193']","['5114 Brighton', '193 Washington', '193 Brighton', '5114 Washington', '193 Snow', '39 Snow', '39 Brighton', '39 Washington', '5114 Snow']"
212,sample898-25818-20200501-0642.wav,0.795614541, Massachusetts Avenue Roxbury your Xbox 727 Massachusetts Avenue South Hampton Street 06422,"['Massachusetts', 'Avenue', 'Roxbury', 'your', 'Xbox', 'Massachusetts', 'Avenue', 'South', 'Hampton', 'Street']","Massachusetts , Avenue , Massachusetts , Avenue , South , Hampton",['727'],"['727 Hampton', '727 Massachusetts', '727 Avenue', '727 South']"
213,sample844-25818-20200501-0911.wav,0.806362391,Can Knockdown companies are overhauling and techniques are sentenced including the exposure at 37 Hill Street will notify Red Cross and the bath assistance unit step seven adult mental stuff,"['Can', 'Knockdown', 'companies', 'are', 'overhauling', 'and', 'techniques', 'are', 'sentenced', 'including', 'the', 'exposure', 'at', 'Hill', 'Street', 'will', 'notify', 'Red', 'Cross', 'and', 'the', 'bath', 'assistance', 'unit', 'step', 'seven', 'adult', 'mental', 'stuff']","The , Hill , Red , Cross , The , Seven",['37'],"['37 Cross', '37 Hill', '37 Seven', '37 Red', '37 The']"
214,sample47-25818-20200501-1240.wav,0.811441541,a lot of static respiratory distress 1089 Dorchester Avenue Dorchester your Xbox 1862 Dorchester and Savin Hill Avenue 1216,"['a', 'lot', 'of', 'static', 'respiratory', 'distress', 'Dorchester', 'Avenue', 'Dorchester', 'your', 'Xbox', 'Dorchester', 'and', 'Savin', 'Hill', 'Avenue']","Dorchester , Avenue , Dorchester , Dorchester , Savin , Hill , Avenue",['1862'],"['1862 Avenue', '1862 Savin', '1862 Dorchester', '1862 Hill']"
215,sample439-25818-20200501-0841.wav,0.8137462740000001,"I know street signs, 481 a structure fire 39 South Street Brighton nearest box 5193 Washington Street zero eight twenty-eight","['I', 'know', 'street', 'signs', 'a', 'structure', 'fire', 'South', 'Street', 'Brighton', 'nearest', 'box', 'Washington', 'Street', 'zero', 'eight']","South , Brighton , Washington","['I', '5193']","['5193 South', '5193 Washington', '5193 Brighton', 'I Brighton', 'I South', 'I Washington']"
216,sample383-25818-20200501-1140.wav,0.6837683920000001,Cardiac Arrest John West Broadway South Boston laterally a cardiac arrest 9 West Broadway South Boston Red Sox 7138 Dorchester Ave and West Broadway 1118,"['Cardiac', 'Arrest', 'John', 'West', 'Broadway', 'South', 'Boston', 'laterally', 'a', 'cardiac', 'arrest', 'West', 'Broadway', 'South', 'Boston', 'Red', 'Sox', 'Dorchester', 'Ave', 'and', 'West', 'Broadway']","John , West , Broadway , South , Boston , West , Broadway , South , Boston , Red , Dorchester , West , Broadway",['7138'],"['7138 West', '7138 South', '7138 Red', '7138 Boston', '7138 Dorchester', '7138 John', '7138 Broadway']"
217,sample383-25818-20200501-1140.wav,0.713456988, some of the screen Arnold singer Associates for the commercial Central Station higher levels president's office number seven Beacon Street,"['some', 'of', 'the', 'screen', 'Arnold', 'singer', 'Associates', 'for', 'the', 'commercial', 'Central', 'Station', 'higher', 'levels', 'president', 'office', 'number', 'seven', 'Beacon', 'Street']","The , Arnold , The , Commercial , Central , Station , Seven , Beacon",['seven'],"['seven Arnold', 'seven Central', 'seven Beacon', 'seven The', 'seven Seven', 'seven Station', 'seven Commercial']"
218,sample1256-25818-20200501-1310.wav,0.73325181,our lot of times the Central Station aligned 100 South Huntington Avenue Jamaica Plain nearest Fox23 18th Street and South Huntington Ave Grill,"['our', 'lot', 'of', 'times', 'the', 'Central', 'Station', 'aligned', 'South', 'Huntington', 'Avenue', 'Jamaica', 'Plain', 'nearest', 'Street', 'and', 'South', 'Huntington', 'Ave', 'Grill']","The , Central , Station , South , Huntington , Avenue , Plain , South , Huntington","['100', 'Fox23']","['Fox23 The', 'Fox23 Avenue', 'Fox23 Station', '100 Central', 'Fox23 South', '100 South', '100 The', '100 Avenue', 'Fox23 Huntington', '100 Huntington', '100 Station', '100 Plain', 'Fox23 Central', 'Fox23 Plain']"
219,sample79-25818-20200501-1240.wav,0.7419872279999999,383 Calvert Avenue in Chelsa 383 Talbot Ave 12:30 for 22,"['Calvert', 'Avenue', 'in', 'Chelsa', 'Talbot', 'Ave', 'for']","Avenue , Talbot","['383', '383']","['383 Avenue', '383 Talbot']"
220,sample103-25818-20200501-0941.wav,0.661721051,for that moving Department 45 Short Street,"['for', 'that', 'moving', 'Department', 'Short', 'Street']",Short,['45'],['45 Short']
221,sample350-25818-20200501-0712.wav,0.6887443659999999,103 over here and I believe it is a system handprints on the window of the Texas Georgia you this right before the rain,"['over', 'here', 'and', 'I', 'believe', 'it', 'is', 'a', 'system', 'handprints', 'on', 'the', 'window', 'of', 'the', 'Texas', 'Georgia', 'you', 'this', 'right', 'before', 'the', 'rain']","The , The , The",['103'],['103 The']
222,sample1166-25818-20200501-1339.wav,0.645134509,City you have that 15 minutes goes all the way,"['City', 'you', 'have', 'that', 'minutes', 'goes', 'all', 'the', 'way']","City , The , Way",['15'],"['15 The', '15 City', '15 Way']"
223,sample740-25818-20200501-1210.wav,0.6953288320000001,1085 Washburn residential enforcement or,"['Washburn', 'residential', 'enforcement', 'or']",Washburn,['1085'],['1085 Washburn']
224,sample528-25818-20200501-0113.wav,0.815362692,I just went for I don't know magical 7th Street Columbia Road Dorchester ends in 2490 call dentistry and Columbia Road Dorchester irresponsible 3113 Columbia Road at 25010,"['I', 'just', 'went', 'for', 'I', 'do', 'know', 'magical', 'Street', 'Columbia', 'Road', 'Dorchester', 'ends', 'in', 'call', 'dentistry', 'and', 'Columbia', 'Road', 'Dorchester', 'irresponsible', 'Columbia', 'Road', 'at']","7th , Columbia , Dorchester , Columbia , Dorchester , Columbia",['3113'],"['3113 Dorchester', '3113 Columbia', '3113 7th']"
225,sample289-25818-20200501-1509.wav,0.7639393809999999,Parts Roxbury 18-14 been unconscious perfect Massachusetts Avenue and Bell Boulevard Roxbury nearest box 727 Massachusetts Avenue South Hancock 1448,"['Parts', 'Roxbury', 'been', 'unconscious', 'perfect', 'Massachusetts', 'Avenue', 'and', 'Bell', 'Boulevard', 'Roxbury', 'nearest', 'box', 'Massachusetts', 'Avenue', 'South', 'Hancock']","Massachusetts , Avenue , Bell , Boulevard , Massachusetts , Avenue , South , Hancock",['727'],"['727 Boulevard', '727 Bell', '727 Hancock', '727 Massachusetts', '727 Avenue', '727 South']"
